"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar compra en swaglabs","Realizar proceso de compra en la aplicacion","SUCCESS","2023-05-12T09:03:07.411-05:00[America/Bogota]","0.0","123.39"
